,True,Predicted,Cat
773,0,0.3889525830745697,sentiment change over time
774,0,0.3888866603374481,sentiment change over time
775,0,0.38891100883483887,sentiment change over time
776,1,0.38888004422187805,negation
777,0,0.38849881291389465,negation
778,0,0.38857996463775635,negation
779,1,0.3886626064777374,negation
780,0,0.38843435049057007,negation
781,0,0.38859423995018005,negation
782,1,0.38838955760002136,negation
783,1,0.3886793851852417,negation
784,1,0.3884969651699066,negation
785,1,0.3887564539909363,negation
786,0,0.3886643648147583,negation
787,0,0.388720840215683,negation
788,1,0.38905972242355347,negation
789,1,0.3890190124511719,negation
790,1,0.38879790902137756,negation
791,1,0.3884774148464203,negation
792,1,0.3886317312717438,negation
793,1,0.3884390592575073,negation
794,1,0.38869336247444153,negation
795,1,0.3887975215911865,negation
796,1,0.3889005780220032,negation
797,1,0.38875025510787964,negation
798,0,0.38896608352661133,negation
799,1,0.38873928785324097,negation
800,1,0.38902202248573303,negation
801,0,0.38900211453437805,negation
802,0,0.38889217376708984,negation
803,0,0.3889720141887665,negation
804,1,0.38882672786712646,negation
805,0,0.3887666165828705,negation
806,0,0.38882705569267273,negation
807,0,0.388998806476593,negation
808,0,0.38880008459091187,negation
809,0,0.3888745605945587,negation
810,0,0.3885038495063782,negation
811,0,0.3885852098464966,negation
812,1,0.3889209032058716,negation
813,0,0.3886016607284546,negation
814,0,0.38891687989234924,negation
815,1,0.38863980770111084,negation
816,0,0.388548880815506,negation
817,1,0.3883867561817169,negation
818,1,0.3885279595851898,negation
819,1,0.38880491256713867,negation
820,1,0.38872313499450684,negation
821,1,0.38908374309539795,negation
822,1,0.38896727561950684,negation
823,1,0.38865402340888977,negation
824,0,0.3890690803527832,negation
825,1,0.3890024721622467,negation
826,1,0.3887172341346741,negation
827,1,0.3888872265815735,negation
828,1,0.3889179825782776,negation
829,1,0.3886764645576477,negation
830,1,0.38885924220085144,negation
831,1,0.38907304406166077,negation
832,1,0.38882994651794434,negation
833,1,0.3886699080467224,negation
834,0,0.38915836811065674,negation
835,1,0.3884543776512146,negation
836,0,0.38863733410835266,negation
837,0,0.38876673579216003,negation
838,0,0.38875722885131836,negation
839,1,0.3884904682636261,negation
840,1,0.3886067271232605,negation
841,1,0.3887753486633301,negation
842,1,0.3888625502586365,negation
843,1,0.3888816833496094,negation
844,0,0.38886815309524536,negation
845,1,0.3890784680843353,negation
846,1,0.38876980543136597,negation
847,1,0.3888515830039978,negation
848,1,0.388771653175354,negation
849,1,0.38897886872291565,negation
850,0,0.38883721828460693,negation
851,1,0.38881823420524597,negation
852,1,0.38863980770111084,negation
853,0,0.38856440782546997,negation
854,0,0.3886623978614807,negation
855,0,0.38866233825683594,negation
856,0,0.38876137137413025,negation
857,0,0.38877028226852417,negation
858,0,0.38864970207214355,negation
859,1,0.3884459137916565,negation
860,1,0.3884669840335846,negation
861,1,0.3885124921798706,negation
862,1,0.38862770795822144,negation
863,0,0.38857945799827576,negation
864,0,0.38915199041366577,negation
865,1,0.388923317193985,negation
866,1,0.38863885402679443,negation
867,1,0.3887270987033844,negation
868,1,0.3886025547981262,negation
869,1,0.38864096999168396,negation
870,0,0.38866499066352844,negation
871,1,0.3886815309524536,negation
872,1,0.3888171911239624,negation
873,1,0.38879936933517456,negation
874,1,0.3887821137905121,negation
875,1,0.38880598545074463,negation
876,1,0.3888561725616455,negation
877,0,0.3886664807796478,negation
878,0,0.3885454535484314,negation
879,0,0.3885505795478821,negation
880,0,0.38888394832611084,negation
881,0,0.38885563611984253,negation
882,1,0.38865360617637634,negation
883,1,0.3885034918785095,negation
884,1,0.38883256912231445,negation
885,1,0.3883669674396515,negation
886,1,0.3887712061405182,negation
887,0,0.38863280415534973,negation
888,0,0.3883967995643616,negation
889,1,0.3885798156261444,negation
890,0,0.3885596990585327,negation
891,1,0.3886691629886627,negation
892,1,0.38838016986846924,negation
893,0,0.3884753882884979,negation
894,1,0.38885897397994995,negation
895,1,0.38853245973587036,negation
896,0,0.38851916790008545,negation
897,0,0.38848575949668884,negation
898,0,0.38868045806884766,negation
899,1,0.38859477639198303,negation
900,0,0.38876986503601074,negation
901,0,0.38878414034843445,negation
902,1,0.38841503858566284,negation
903,0,0.38854551315307617,negation
904,0,0.3886922001838684,negation
905,0,0.3884120583534241,negation
906,0,0.38850995898246765,negation
907,0,0.388467013835907,negation
908,0,0.3884388208389282,negation
909,0,0.38853341341018677,negation
910,0,0.3885214030742645,negation
911,1,0.3886526823043823,negation
912,1,0.3886612057685852,negation
913,0,0.3885814845561981,negation
914,0,0.38874873518943787,negation
915,0,0.38847777247428894,negation
916,0,0.3887310326099396,negation
917,1,0.38859185576438904,negation
918,0,0.3887385129928589,negation
919,1,0.38849908113479614,negation
920,0,0.3883187770843506,negation
921,0,0.388976514339447,negation
922,0,0.38873401284217834,negation
923,1,0.3886631727218628,negation
924,0,0.3884824514389038,negation
925,0,0.3886198103427887,negation
926,0,0.38849374651908875,negation
927,0,0.3885103464126587,negation
928,0,0.3887988328933716,negation
929,0,0.388796865940094,negation
930,0,0.388486385345459,negation
931,0,0.3883773386478424,negation
932,1,0.38857197761535645,negation
933,0,0.38877129554748535,negation
934,0,0.3886164128780365,negation
935,1,0.38883736729621887,negation
936,1,0.3885577321052551,negation
937,1,0.38881003856658936,negation
938,1,0.3889019787311554,negation
939,0,0.38849225640296936,negation
940,1,0.38869625329971313,negation
941,0,0.38854673504829407,negation
942,1,0.3888092339038849,negation
943,1,0.3891274929046631,negation
944,1,0.388760507106781,negation
945,0,0.38884618878364563,negation
946,0,0.3886708617210388,negation
947,1,0.3886379897594452,negation
948,1,0.388674259185791,negation
949,0,0.3886021375656128,negation
950,1,0.3889767825603485,negation
951,1,0.3886461853981018,negation
952,1,0.3885861933231354,negation
953,0,0.38833534717559814,negation
954,1,0.38845744729042053,negation
955,0,0.38839858770370483,negation
956,1,0.3890039622783661,negation
957,1,0.3884401321411133,negation
958,0,0.3885533809661865,negation
959,1,0.3884291350841522,negation
960,0,0.38839903473854065,negation
961,0,0.3885476887226105,negation
962,0,0.3887735903263092,negation
963,0,0.38872087001800537,negation
964,0,0.38859668374061584,negation
965,0,0.38856321573257446,negation
966,1,0.38832297921180725,negation
967,0,0.3886459767818451,negation
968,0,0.38839298486709595,negation
969,1,0.3883102536201477,negation
970,1,0.3886161148548126,negation
971,1,0.3886417746543884,negation
972,0,0.38853755593299866,negation
973,0,0.38871878385543823,negation
974,1,0.38859811425209045,negation
975,1,0.388630747795105,negation
976,0,0.38872307538986206,negation
977,1,0.38854774832725525,negation
978,0,0.3885037302970886,negation
979,0,0.38878437876701355,negation
980,1,0.3886043131351471,negation
981,1,0.3884390592575073,negation
982,1,0.3888200521469116,negation
983,1,0.3887421190738678,negation
984,1,0.38851645588874817,negation
985,1,0.3884698748588562,negation
986,1,0.38865676522254944,negation
987,1,0.3883960545063019,negation
988,1,0.38853633403778076,negation
989,1,0.3883727192878723,negation
990,1,0.3883591294288635,negation
991,1,0.3884190320968628,negation
992,1,0.3886626958847046,negation
993,1,0.3885996639728546,negation
994,0,0.3885606825351715,negation
995,0,0.38859593868255615,negation
996,1,0.3888348937034607,negation
997,1,0.38873860239982605,negation
998,1,0.38872164487838745,negation
999,1,0.38852667808532715,negation
1000,0,0.38886111974716187,negation
1001,0,0.3886066675186157,negation
1002,1,0.3883724808692932,negation
1003,1,0.3887844979763031,negation
1004,0,0.3887898027896881,negation
1005,0,0.3888710141181946,negation
1006,1,0.38867005705833435,negation
1007,0,0.3885032832622528,negation
1008,1,0.38836222887039185,negation
1009,0,0.3887403905391693,negation
1010,1,0.3887558579444885,negation
1011,1,0.38858485221862793,negation
1012,1,0.3885611295700073,negation
1013,0,0.3884440064430237,negation
1014,0,0.3887605369091034,negation
1015,1,0.3888532817363739,negation
1016,1,0.3886386454105377,negation
1017,0,0.38915595412254333,negation
1018,0,0.3888090252876282,negation
1019,1,0.38847777247428894,negation
1020,1,0.38838306069374084,negation
1021,0,0.38856297731399536,negation
1022,1,0.38867032527923584,negation
1023,0,0.3884410262107849,negation
1024,0,0.3885921239852905,negation
1025,0,0.3884707987308502,negation
1026,0,0.3885890543460846,negation
1027,0,0.38868823647499084,negation
1028,1,0.3886653482913971,negation
1029,1,0.38864392042160034,negation
1030,0,0.3886639475822449,negation
1031,0,0.388700395822525,negation
1032,0,0.3887157142162323,negation
1033,1,0.3886429965496063,negation
1034,0,0.38863420486450195,negation
1035,1,0.3890877366065979,negation
1036,1,0.38847747445106506,negation
1037,0,0.38845980167388916,negation
1038,0,0.38838765025138855,negation
1039,0,0.38858669996261597,negation
1040,0,0.3889821767807007,negation
1041,1,0.3887491822242737,negation
1042,1,0.3885866403579712,negation
1043,1,0.3884126543998718,negation
1044,0,0.3884780704975128,negation
1045,1,0.38863956928253174,negation
1046,1,0.38885974884033203,negation
1047,1,0.389051616191864,negation
1048,1,0.38882482051849365,negation
1049,1,0.38852620124816895,negation
1050,0,0.3886089622974396,negation
1051,1,0.3885561227798462,negation
1052,1,0.38853973150253296,negation
1053,1,0.38860222697257996,negation
1054,1,0.3887213468551636,negation
1055,1,0.3886618912220001,negation
1056,1,0.3885173797607422,negation
1057,1,0.3886604607105255,negation
1058,1,0.3886035680770874,negation
1059,1,0.3886224031448364,negation
1060,1,0.3884155750274658,negation
1061,1,0.3886563777923584,negation
1062,1,0.3888689875602722,negation
1063,0,0.3884947896003723,negation
1064,1,0.38887572288513184,negation
1065,0,0.3886125087738037,negation
1066,0,0.3888372778892517,negation
1067,1,0.3882848620414734,negation
1068,0,0.3883991539478302,negation
1069,0,0.3883107602596283,negation
1070,1,0.3888464570045471,negation
1071,1,0.3886188268661499,negation
1072,0,0.38871312141418457,negation
1073,0,0.38827943801879883,negation
1074,1,0.38871192932128906,negation
1075,1,0.38880980014801025,negation
1076,0,0.3888607323169708,synonym
1077,1,0.38908636569976807,synonym
1078,1,0.388711154460907,synonym
1079,1,0.38884299993515015,synonym
1080,1,0.38848838210105896,synonym
1081,1,0.38857635855674744,synonym
1082,1,0.38896864652633667,synonym
1083,1,0.38893502950668335,synonym
1084,1,0.38842082023620605,synonym
1085,1,0.3888568878173828,synonym
1086,1,0.38858187198638916,synonym
1087,0,0.38836103677749634,synonym
1088,0,0.3886503577232361,synonym
1089,1,0.3886265754699707,synonym
1090,0,0.38845378160476685,synonym
1091,0,0.3887035846710205,synonym
1092,1,0.3886406719684601,synonym
1093,0,0.3888174891471863,synonym
1094,1,0.3891984224319458,synonym
1095,1,0.38917142152786255,synonym
1096,1,0.38888856768608093,synonym
1097,0,0.3888329863548279,synonym
1098,0,0.38847237825393677,synonym
1099,0,0.38844162225723267,synonym
1100,1,0.3892057538032532,synonym
1101,0,0.3887753486633301,synonym
1102,1,0.3889872431755066,synonym
1103,1,0.3889104723930359,synonym
1104,0,0.38873428106307983,synonym
1105,1,0.3891292214393616,synonym
1106,1,0.3889038860797882,synonym
1107,0,0.3888779282569885,synonym
1108,1,0.3888135254383087,synonym
1109,1,0.3887495994567871,synonym
1110,1,0.38903483748435974,synonym
1111,1,0.3889116942882538,synonym
1112,1,0.3888314366340637,synonym
1113,1,0.3889659643173218,synonym
1114,1,0.3891315460205078,synonym
1115,0,0.3888026773929596,synonym
1116,1,0.38880717754364014,synonym
1117,1,0.38900110125541687,synonym
1118,1,0.3890296220779419,synonym
1119,1,0.38874146342277527,synonym
1120,0,0.3888833224773407,synonym
1121,1,0.3885895013809204,synonym
1122,1,0.38847610354423523,synonym
1123,1,0.3890027105808258,synonym
1124,0,0.38893768191337585,synonym
1125,1,0.3885524868965149,synonym
1126,1,0.3888896107673645,synonym
1127,0,0.38888019323349,synonym
1128,1,0.38908374309539795,synonym
1129,1,0.38913100957870483,synonym
1130,1,0.3891739249229431,synonym
1131,1,0.3889670670032501,synonym
1132,1,0.3888608515262604,synonym
1133,1,0.38883981108665466,synonym
1134,0,0.3885751962661743,synonym
1135,1,0.38851988315582275,synonym
1136,1,0.38894423842430115,synonym
1137,0,0.3883650600910187,synonym
1138,1,0.3888707160949707,synonym
1139,1,0.38901185989379883,synonym
1140,0,0.3885105848312378,synonym
1141,1,0.3888063132762909,synonym
1142,1,0.38889679312705994,synonym
1143,1,0.3888256549835205,synonym
1144,0,0.38863644003868103,synonym
1145,0,0.3888873755931854,synonym
1146,1,0.38920867443084717,synonym
1147,1,0.3891940712928772,synonym
1148,0,0.3888394236564636,synonym
1149,1,0.38919979333877563,synonym
1150,0,0.38868290185928345,synonym
1151,0,0.388821005821228,synonym
1152,0,0.3886289894580841,synonym
1153,1,0.3889004588127136,synonym
1154,1,0.38919979333877563,synonym
1155,1,0.3892057538032532,synonym
1156,1,0.3891181945800781,synonym
1157,1,0.38879477977752686,synonym
1158,1,0.3888661861419678,synonym
1159,1,0.3891212046146393,synonym
1160,1,0.3891693949699402,synonym
1161,1,0.3891049325466156,synonym
1162,0,0.38844606280326843,synonym
1163,1,0.3887854218482971,synonym
1164,1,0.38876286149024963,synonym
1165,1,0.38874125480651855,synonym
1166,0,0.38848549127578735,synonym
1167,1,0.38883674144744873,synonym
1168,0,0.3887472152709961,synonym
1169,1,0.38896864652633667,synonym
1170,1,0.38909387588500977,synonym
1171,0,0.3890720009803772,synonym
1172,1,0.38919979333877563,synonym
1173,1,0.38920873403549194,synonym
1174,1,0.38915881514549255,synonym
1175,1,0.3891727328300476,synonym
1176,0,0.3887665271759033,synonym
1177,1,0.38883402943611145,synonym
1178,1,0.38903331756591797,synonym
1179,0,0.38887327909469604,synonym
1180,1,0.3887718915939331,synonym
1181,1,0.3889486491680145,synonym
1182,1,0.38878780603408813,synonym
1183,1,0.38858717679977417,synonym
1184,1,0.388622909784317,synonym
1185,1,0.38864636421203613,synonym
1186,1,0.3887503743171692,synonym
1187,1,0.3886320888996124,synonym
1188,1,0.3889369070529938,synonym
1189,1,0.3887333869934082,synonym
1190,1,0.38861918449401855,synonym
1191,1,0.3888664245605469,synonym
1192,1,0.3887358605861664,synonym
1193,0,0.3884110450744629,synonym
1194,0,0.38867253065109253,synonym
1195,1,0.3886623978614807,synonym
1196,0,0.38843876123428345,synonym
1197,1,0.3885440230369568,synonym
1198,1,0.38896164298057556,synonym
1199,0,0.3889773488044739,synonym
1200,0,0.3886185586452484,synonym
1201,0,0.38863712549209595,synonym
1202,0,0.3885957598686218,synonym
1203,0,0.388613760471344,synonym
1204,0,0.38890156149864197,synonym
1205,1,0.38864925503730774,synonym
1206,1,0.3889080286026001,synonym
1207,0,0.3886694014072418,synonym
1208,1,0.38854262232780457,synonym
1209,1,0.38902050256729126,synonym
1210,1,0.3890422582626343,synonym
1211,0,0.388782799243927,synonym
1212,0,0.3887794613838196,synonym
1213,0,0.38884252309799194,synonym
1214,1,0.38913100957870483,synonym
1215,1,0.38913312554359436,synonym
1216,1,0.3890145719051361,synonym
1217,1,0.388541042804718,synonym
1218,1,0.388529896736145,synonym
1219,1,0.38925063610076904,synonym
1220,1,0.3890783488750458,synonym
1221,1,0.3888827860355377,synonym
1222,1,0.38910242915153503,synonym
1223,1,0.38912010192871094,synonym
1224,1,0.38900822401046753,synonym
1225,1,0.38913241028785706,synonym
1226,1,0.38919979333877563,synonym
1227,1,0.38882553577423096,synonym
1228,0,0.388609379529953,synonym
1229,1,0.3887939751148224,synonym
1230,1,0.3887006342411041,synonym
1231,0,0.38850271701812744,synonym
1232,0,0.3888290822505951,synonym
1233,0,0.38834163546562195,synonym
1234,0,0.3887436091899872,synonym
1235,1,0.38899505138397217,synonym
1236,1,0.3883814811706543,synonym
1237,0,0.3885512948036194,synonym
1238,1,0.3885250389575958,synonym
1239,1,0.38855206966400146,synonym
1240,0,0.38835081458091736,synonym
1241,1,0.38846415281295776,synonym
1242,1,0.388813853263855,synonym
1243,1,0.3887287378311157,synonym
1244,0,0.38879895210266113,synonym
1245,0,0.38851866126060486,synonym
1246,0,0.3889220952987671,synonym
1247,1,0.38850995898246765,synonym
1248,1,0.3884682059288025,synonym
1249,1,0.3886879086494446,synonym
1250,0,0.388571560382843,synonym
1251,1,0.3887662887573242,synonym
1252,1,0.3887638747692108,synonym
1253,0,0.38840240240097046,synonym
1254,1,0.3885170519351959,synonym
1255,1,0.38868197798728943,synonym
1256,1,0.388407826423645,synonym
1257,1,0.3884999752044678,synonym
1258,1,0.3884724974632263,synonym
1259,1,0.3884076774120331,synonym
1260,1,0.3885328471660614,synonym
1261,0,0.38864120841026306,synonym
1262,1,0.38873594999313354,synonym
1263,1,0.3884628415107727,synonym
1264,0,0.388785719871521,synonym
1265,0,0.3884797990322113,synonym
1266,1,0.38828808069229126,synonym
1267,1,0.3888416290283203,synonym
1268,1,0.388774037361145,synonym
1269,1,0.3887972831726074,synonym
1270,1,0.38872793316841125,synonym
1271,0,0.3886576294898987,synonym
1272,1,0.3884747326374054,synonym
1273,1,0.38860446214675903,synonym
1274,1,0.38848280906677246,synonym
1275,1,0.3885405957698822,synonym
1276,1,0.388494074344635,synonym
1277,1,0.3886827528476715,synonym
1278,1,0.3886868357658386,synonym
1279,1,0.38878849148750305,synonym
1280,1,0.3884766399860382,synonym
1281,1,0.3883844017982483,synonym
1282,0,0.3885654807090759,synonym
1283,1,0.38878434896469116,synonym
1284,1,0.3887806832790375,synonym
1285,1,0.3887639343738556,synonym
1286,1,0.3887213170528412,synonym
1287,1,0.38859841227531433,synonym
1288,1,0.3886469900608063,synonym
1289,1,0.3889464735984802,synonym
1290,1,0.38858944177627563,synonym
1291,0,0.3886614441871643,synonym
1292,0,0.3885299563407898,synonym
1293,0,0.3888949751853943,synonym
1294,1,0.3885186016559601,synonym
1295,1,0.3889578878879547,synonym
1296,1,0.38869643211364746,synonym
1297,0,0.38906583189964294,synonym
1298,1,0.38881683349609375,synonym
1299,1,0.3888370990753174,synonym
1300,1,0.3889235258102417,synonym
1301,1,0.38888564705848694,synonym
1302,1,0.3886600136756897,synonym
1303,1,0.38843899965286255,synonym
1304,1,0.3891000747680664,synonym
1305,0,0.3888707756996155,synonym
1306,1,0.38918381929397583,synonym
1307,1,0.3889229893684387,synonym
1308,1,0.38858142495155334,synonym
1309,1,0.3889572024345398,synonym
1310,1,0.388660192489624,synonym
1311,0,0.3885711431503296,synonym
1312,1,0.3883199095726013,synonym
1313,1,0.38873714208602905,synonym
1314,0,0.38842833042144775,synonym
1315,1,0.38836944103240967,synonym
1316,0,0.38895076513290405,synonym
1317,0,0.3884122669696808,synonym
1318,0,0.3884248733520508,synonym
1319,1,0.3887186050415039,synonym
1320,1,0.38839489221572876,synonym
1321,1,0.3886685371398926,synonym
1322,1,0.3885466456413269,synonym
1323,1,0.38859105110168457,synonym
1324,1,0.3886982202529907,synonym
1325,1,0.38858744502067566,synonym
1326,1,0.388557106256485,synonym
1327,0,0.3883303999900818,synonym
1328,1,0.3885123133659363,synonym
1329,1,0.38835927844047546,synonym
1330,1,0.3885444104671478,synonym
1331,0,0.388312429189682,synonym
1332,0,0.3885520398616791,synonym
1333,0,0.388623982667923,synonym
1334,1,0.38849493861198425,synonym
1335,1,0.388682097196579,synonym
1336,0,0.3885817527770996,synonym
1337,1,0.3887037932872772,synonym
1338,0,0.3885466158390045,synonym
1339,1,0.38849055767059326,synonym
1340,0,0.3885984420776367,synonym
1341,0,0.38843297958374023,synonym
1342,0,0.3887973129749298,synonym
1343,0,0.3887293338775635,synonym
1344,0,0.38844776153564453,synonym
1345,0,0.3886057138442993,synonym
1346,0,0.388541579246521,synonym
1347,0,0.3883402943611145,synonym
1348,0,0.38848572969436646,synonym
1349,0,0.3883635401725769,synonym
1350,0,0.3883405923843384,synonym
1351,0,0.38841068744659424,synonym
1352,1,0.389096736907959,synonym
1353,0,0.3888850510120392,synonym
1354,0,0.3886435329914093,synonym
1355,0,0.38856759667396545,synonym
1356,1,0.3885589838027954,synonym
1357,1,0.388896644115448,synonym
1358,1,0.3885755240917206,synonym
1359,1,0.38856178522109985,synonym
1360,0,0.38866204023361206,synonym
1361,1,0.38883328437805176,synonym
1362,1,0.38858041167259216,synonym
1363,0,0.3883496820926666,synonym
1364,0,0.38875293731689453,synonym
1365,1,0.38876262307167053,synonym
1366,0,0.3886173665523529,synonym
1367,1,0.3884558379650116,synonym
1368,0,0.38835084438323975,synonym
1369,0,0.3884769082069397,synonym
1370,1,0.38872960209846497,synonym
1371,0,0.3887383043766022,synonym
1372,0,0.38852646946907043,synonym
1373,0,0.3885616362094879,synonym
1374,1,0.3887519836425781,synonym
1375,1,0.3890065550804138,synonym
1376,1,0.3887874186038971,"{'typos', 'punct'}"
1377,1,0.38880205154418945,"{'typos', 'punct'}"
1378,1,0.38859322667121887,"{'typos', 'punct'}"
1379,1,0.38889315724372864,"{'typos', 'punct'}"
1380,1,0.3886721432209015,"{'typos', 'punct'}"
1381,1,0.3889206647872925,"{'typos', 'punct'}"
1382,1,0.38870444893836975,"{'typos', 'punct'}"
1383,1,0.3885570168495178,"{'typos', 'punct'}"
1384,0,0.38857385516166687,"{'typos', 'punct'}"
1385,1,0.3889630436897278,"{'typos', 'punct'}"
1386,1,0.3892962634563446,"{'typos', 'punct'}"
1387,1,0.3887177109718323,"{'typos', 'punct'}"
1388,1,0.38845255970954895,"{'typos', 'punct'}"
1389,1,0.38855791091918945,"{'typos', 'punct'}"
1390,0,0.3884233832359314,"{'typos', 'punct'}"
1391,0,0.3889670670032501,"{'typos', 'punct'}"
1392,0,0.3886874318122864,{'typos'}
1393,0,0.38865724205970764,"{'typos', 'punct'}"
1394,1,0.38876453042030334,"{'typos', 'punct'}"
1395,1,0.3887220621109009,"{'typos', 'punct'}"
1396,0,0.38874778151512146,"{'typos', 'punct'}"
1397,0,0.38870713114738464,"{'typos', 'punct'}"
1398,1,0.3887532353401184,"{'typos', 'punct'}"
1399,0,0.38859015703201294,"{'typos', 'punct'}"
1400,1,0.3886412978172302,"{'typos', 'punct'}"
1401,1,0.3889903724193573,{'typos'}
1402,0,0.38885945081710815,"{'typos', 'punct'}"
1403,0,0.38867121934890747,"{'typos', 'punct'}"
1404,0,0.38886117935180664,"{'typos', 'punct'}"
1405,0,0.3889024257659912,"{'typos', 'punct'}"
1406,1,0.3892962634563446,"{'typos', 'punct'}"
1407,0,0.3884952664375305,"{'typos', 'punct'}"
1408,0,0.3884734809398651,"{'typos', 'punct'}"
1409,0,0.38876447081565857,"{'typos', 'punct'}"
1410,0,0.38870805501937866,"{'typos', 'punct'}"
1411,0,0.38848066329956055,"{'typos', 'punct'}"
1412,0,0.3888131082057953,"{'typos', 'punct'}"
1413,0,0.3885337710380554,"{'typos', 'punct'}"
1414,0,0.38848572969436646,"{'typos', 'punct'}"
1415,0,0.3884679079055786,"{'typos', 'punct'}"
1416,1,0.3891095519065857,{'punct'}
1417,0,0.3890362083911896,"{'typos', 'punct'}"
1418,0,0.38898488879203796,"{'typos', 'punct'}"
1419,1,0.3887953758239746,"{'typos', 'punct'}"
1420,0,0.38890132308006287,"{'typos', 'punct'}"
1421,0,0.3887077569961548,"{'typos', 'punct'}"
1422,0,0.388875812292099,"{'typos', 'punct'}"
1423,1,0.38859182596206665,"{'typos', 'punct'}"
1424,1,0.3890630900859833,"{'typos', 'punct'}"
1425,1,0.3888862133026123,"{'typos', 'punct'}"
1426,1,0.3888896405696869,"{'typos', 'punct'}"
1427,1,0.38888102769851685,"{'typos', 'punct'}"
1428,0,0.3889225125312805,"{'typos', 'punct'}"
1429,1,0.3892962634563446,{'punct'}
1430,0,0.389119416475296,"{'typos', 'punct'}"
1431,0,0.38884666562080383,"{'typos', 'punct'}"
1432,0,0.38871538639068604,"{'typos', 'punct'}"
1433,1,0.38889965415000916,"{'typos', 'punct'}"
1434,1,0.38864666223526,"{'typos', 'punct'}"
1435,0,0.38855889439582825,{'typos'}
1436,0,0.3888731598854065,"{'typos', 'punct'}"
1437,0,0.389046311378479,{'typos'}
1438,1,0.3892962634563446,"{'typos', 'punct'}"
1439,0,0.3889446258544922,"{'typos', 'punct'}"
1440,1,0.3889843821525574,"{'typos', 'punct'}"
1441,1,0.3889438211917877,"{'typos', 'punct'}"
1442,0,0.3886304497718811,"{'typos', 'punct'}"
1443,1,0.38850852847099304,"{'typos', 'punct'}"
1444,0,0.3892962634563446,{'typos'}
1445,0,0.38837361335754395,"{'typos', 'punct'}"
1446,0,0.38869509100914,"{'typos', 'punct'}"
1447,0,0.38897764682769775,"{'typos', 'punct'}"
1448,1,0.38888299465179443,"{'typos', 'punct'}"
1449,0,0.3889331817626953,"{'typos', 'punct'}"
1450,0,0.3888159692287445,"{'typos', 'punct'}"
1451,0,0.3886103332042694,"{'typos', 'punct'}"
1452,0,0.3886902332305908,"{'typos', 'punct'}"
1453,1,0.3891220688819885,"{'typos', 'punct'}"
1454,1,0.38898420333862305,"{'typos', 'punct'}"
1455,1,0.3891142010688782,{'typos'}
1456,1,0.3892962634563446,{'typos'}
1457,1,0.3891318142414093,{'typos'}
1458,1,0.3889273405075073,{'typos'}
1459,1,0.38895106315612793,{'typos'}
1460,0,0.3890523612499237,"{'typos', 'punct'}"
1461,0,0.3887622654438019,"{'typos', 'punct'}"
1462,1,0.3892962634563446,"{'typos', 'punct'}"
1463,1,0.38912996649742126,"{'typos', 'punct'}"
1464,0,0.3892962634563446,{'typos'}
1465,0,0.3890000879764557,"{'typos', 'punct'}"
1466,1,0.38903674483299255,{'punct'}
1467,1,0.3888530731201172,{'typos'}
1468,0,0.38887864351272583,"{'typos', 'punct'}"
1469,0,0.3887013792991638,"{'typos', 'punct'}"
1470,0,0.3884430229663849,"{'typos', 'punct'}"
1471,1,0.38871511816978455,"{'typos', 'punct'}"
1472,0,0.38879716396331787,"{'typos', 'punct'}"
1473,1,0.3887835144996643,"{'typos', 'punct'}"
1474,1,0.38866138458251953,"{'typos', 'punct'}"
1475,1,0.38873735070228577,"{'typos', 'punct'}"
1476,1,0.3884802460670471,"typos, expand contractions, remove punctuation"
1477,1,0.3884719908237457,"typos, expand contractions, remove punctuation"
1478,0,0.38880330324172974,"typos, expand contractions, remove punctuation"
1479,1,0.3885592222213745,"typos, expand contractions, remove punctuation"
1480,1,0.3886771500110626,"typos, expand contractions, remove punctuation"
1481,0,0.38868239521980286,"typos, expand contractions, remove punctuation"
1482,1,0.38889405131340027,"typos, expand contractions, remove punctuation"
1483,0,0.3886989951133728,"typos, expand contractions, remove punctuation"
1484,1,0.38863950967788696,"typos, expand contractions, remove punctuation"
1485,1,0.3887016773223877,"typos, expand contractions, remove punctuation"
1486,1,0.38872191309928894,"typos, expand contractions, remove punctuation"
1487,1,0.3885835111141205,"typos, expand contractions, remove punctuation"
1488,1,0.3885791301727295,"typos, expand contractions, remove punctuation"
1489,1,0.38893985748291016,"typos, expand contractions, remove punctuation"
1490,1,0.38868939876556396,"typos, expand contractions, remove punctuation"
1491,0,0.3886256515979767,"typos, expand contractions, remove punctuation"
1492,1,0.3886701464653015,"typos, expand contractions, remove punctuation"
1493,0,0.3890400230884552,"typos, expand contractions, remove punctuation"
1494,0,0.388877272605896,"typos, expand contractions, remove punctuation"
1495,0,0.3884696960449219,"typos, expand contractions, remove punctuation"
1496,1,0.3884541392326355,"typos, expand contractions, remove punctuation"
1497,1,0.3890773057937622,"typos, expand contractions, remove punctuation"
1498,0,0.3887743353843689,"typos, expand contractions, remove punctuation"
1499,1,0.38835209608078003,"typos, expand contractions, remove punctuation"
1500,0,0.38857561349868774,"typos, expand contractions, remove punctuation"
1501,1,0.38888096809387207,"typos, expand contractions, remove punctuation"
1502,1,0.388596773147583,"typos, expand contractions, remove punctuation"
1503,1,0.38877806067466736,"typos, expand contractions, remove punctuation"
1504,1,0.3890130817890167,"typos, expand contractions, remove punctuation"
1505,1,0.3890928626060486,"typos, expand contractions, remove punctuation"
1506,1,0.3889579176902771,"typos, expand contractions, remove punctuation"
